"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"1279",32,22,87,73,9,17,3,0,1,4,0,0,13,12,0.233,0.356,0.315,0.671,23,2,1,0,0,0,1
"1280",25,38,130,122,14,31,5,0,2,9,1,1,8,42,0.254,0.3,0.344,0.644,42,2,0,0,0,0,0
"1281",24,18,64,54,6,9,2,0,1,4,0,0,10,32,0.167,0.297,0.259,0.556,14,0,0,0,0,1,0
"1282",33,133,559,459,57,116,26,0,21,69,1,0,93,82,0.253,0.379,0.447,0.826,205,8,3,0,4,4,1
"1283",24,47,213,188,30,45,9,0,6,19,2,0,21,39,0.239,0.329,0.383,0.712,72,4,4,0,0,1,1
"1284",29,41,168,150,24,41,8,1,7,18,12,2,13,36,0.273,0.339,0.48,0.819,72,0,3,0,2,0,1
"1285",24,22,94,83,9,27,7,0,4,18,1,0,6,12,0.325,0.394,0.554,0.948,46,1,4,0,1,1,1
"1286",26,94,338,299,42,76,21,1,4,32,0,1,32,58,0.254,0.329,0.371,0.701,111,11,3,1,3,0,0
"1287",26,84,332,314,40,82,15,3,13,39,13,2,11,112,0.261,0.295,0.452,0.747,142,7,5,0,2,0,1
"1288",22,59,257,230,26,62,19,0,6,21,0,1,23,41,0.27,0.342,0.43,0.773,99,8,3,0,1,1,1
"1289",27,23,87,80,5,15,2,0,0,6,0,0,6,26,0.188,0.241,0.213,0.454,17,1,0,0,1,0,0
"1290",28,84,357,334,35,91,21,0,7,39,4,2,23,44,0.273,0.319,0.398,0.718,133,7,0,0,0,0,0
"1291",25,72,297,265,36,86,17,0,2,29,2,1,23,53,0.325,0.391,0.411,0.802,109,9,7,0,2,0,1
"1292",33,54,220,209,22,43,9,0,6,14,4,2,7,42,0.206,0.234,0.335,0.569,70,4,1,2,1,0,0
"1293",35,71,294,277,38,76,15,0,17,42,0,0,14,75,0.274,0.316,0.513,0.829,142,11,3,0,0,1,0
"1294",33,27,85,75,4,13,0,0,0,2,0,1,8,11,0.173,0.253,0.173,0.426,13,4,0,2,0,0,1
"1295",30,66,253,216,28,45,12,0,7,38,0,0,32,38,0.208,0.311,0.361,0.672,78,12,1,2,2,0,1
"1296",27,107,438,389,57,99,26,1,19,56,12,4,40,132,0.255,0.326,0.473,0.799,184,2,3,3,3,3,1
"1297",29,66,249,218,29,48,8,1,10,29,2,1,28,68,0.22,0.311,0.404,0.714,88,5,1,1,1,2,1
"1298",26,75,313,283,32,61,12,1,2,22,6,1,19,101,0.216,0.28,0.286,0.566,81,5,7,2,2,0,1
"1299",28,30,112,95,9,21,4,0,0,7,0,0,13,28,0.221,0.318,0.263,0.581,25,0,1,2,1,0,0
"1300",27,35,111,88,14,30,6,1,1,14,6,0,18,12,0.341,0.458,0.466,0.924,41,3,1,4,0,2,1
"1301",25,95,412,371,59,118,19,2,1,36,42,9,28,59,0.318,0.366,0.388,0.754,144,1,2,8,3,2,1
"1302",24,111,450,408,48,110,17,2,11,59,0,1,36,67,0.27,0.331,0.402,0.733,164,15,3,0,3,2,1
"1303",26,45,200,173,26,55,14,1,10,46,1,0,23,39,0.318,0.395,0.584,0.979,101,5,1,0,3,0,1
"1304",30,57,213,200,28,53,13,3,8,31,2,0,10,71,0.265,0.305,0.48,0.785,96,1,2,0,1,2,1
"1305",23,96,433,403,55,121,18,5,7,28,23,8,13,64,0.3,0.337,0.422,0.758,170,7,9,8,0,0,1
"1306",29,111,419,399,53,117,21,5,8,42,14,6,10,97,0.293,0.308,0.431,0.739,172,6,1,3,6,0,0
"1307",30,133,530,453,53,124,15,5,3,51,7,5,65,29,0.274,0.36,0.349,0.709,158,8,0,5,7,1,1
"1308",25,63,239,210,15,49,7,0,1,16,2,2,22,40,0.233,0.307,0.281,0.588,59,4,2,1,4,1,1
"1309",27,40,148,140,9,30,7,1,0,10,0,0,5,17,0.214,0.245,0.279,0.524,39,3,1,1,1,1,1
"1310",28,21,74,71,8,21,5,0,0,5,0,1,1,14,0.296,0.311,0.366,0.677,26,4,1,0,1,0,0
"1311",23,134,521,487,69,123,32,5,29,77,4,3,20,134,0.253,0.286,0.518,0.803,252,7,5,3,6,2,1
"1312",28,43,156,128,12,27,6,0,3,14,0,0,21,25,0.211,0.342,0.328,0.67,42,5,5,1,1,0,0
"1313",30,35,115,102,11,23,5,0,1,11,3,0,7,22,0.226,0.279,0.304,0.583,31,3,1,4,1,0,0
"1314",31,119,494,431,52,126,28,1,14,74,2,3,50,58,0.292,0.373,0.459,0.832,198,8,8,0,5,3,0
"1315",26,29,97,84,11,20,5,1,1,8,0,1,9,25,0.238,0.333,0.357,0.69,30,2,3,1,0,0,0
"1316",23,122,522,460,71,127,25,7,4,51,17,7,44,108,0.276,0.342,0.387,0.729,178,17,5,8,5,0,1
"1317",25,127,533,444,77,133,35,3,8,67,0,2,84,109,0.3,0.408,0.446,0.854,198,7,0,1,4,4,1
"1318",31,90,391,348,52,101,15,3,2,61,22,6,31,38,0.29,0.343,0.368,0.711,128,11,0,6,6,1,1
"1319",33,90,376,335,36,72,21,1,11,54,0,0,33,82,0.215,0.287,0.382,0.669,128,7,3,0,5,1,1
"1320",26,129,533,461,65,132,20,4,3,62,10,2,54,30,0.286,0.361,0.367,0.727,169,10,4,6,8,0,1
"1321",28,52,189,180,8,32,6,0,2,18,0,0,7,42,0.178,0.212,0.244,0.456,44,6,1,0,1,0,1
"1322",33,120,470,417,53,110,32,2,4,42,6,1,37,87,0.264,0.335,0.379,0.714,158,9,9,4,3,1,1
"1323",27,47,148,126,18,29,4,0,0,10,9,2,19,27,0.23,0.329,0.262,0.591,33,3,0,2,1,0,0
"1324",30,95,375,308,43,69,16,0,3,22,1,1,57,63,0.224,0.35,0.305,0.656,94,11,4,4,2,0,1
"1325",27,98,405,356,73,107,23,6,7,41,22,3,29,62,0.301,0.374,0.458,0.832,163,11,14,4,2,1,1
"1326",23,39,154,137,24,36,7,6,1,13,7,1,14,26,0.263,0.338,0.423,0.761,58,0,2,0,1,0,1
"1327",22,64,289,252,44,72,13,2,14,57,7,1,29,71,0.286,0.356,0.52,0.876,131,6,2,0,6,1,1
"1328",32,37,148,124,12,26,5,0,1,13,3,1,21,30,0.21,0.32,0.274,0.594,34,3,0,1,2,0,1
"1329",34,50,217,189,33,47,6,3,0,20,22,3,16,38,0.249,0.326,0.312,0.638,59,4,6,5,1,0,1
"1330",23,81,333,295,36,70,12,2,2,23,17,5,31,73,0.237,0.312,0.312,0.624,92,5,2,3,2,0,1
"1331",27,62,243,220,19,56,10,0,5,27,1,1,17,32,0.255,0.313,0.368,0.681,81,3,3,0,3,1,0
"1332",27,86,374,323,46,89,15,1,11,49,1,1,47,76,0.276,0.369,0.43,0.799,139,13,2,0,2,4,1
"1333",27,20,82,71,12,23,2,0,2,11,0,0,10,9,0.324,0.402,0.437,0.839,31,3,0,0,1,0,1
"1334",31,37,160,136,24,33,7,2,2,8,1,1,21,35,0.243,0.35,0.368,0.718,50,5,2,0,1,1,1
"1335",26,64,226,205,23,46,13,0,4,23,0,0,17,50,0.224,0.279,0.346,0.625,71,4,0,0,4,0,1
"1336",23,99,430,365,62,111,25,1,3,40,7,7,58,56,0.304,0.406,0.403,0.808,147,13,5,1,1,0,1
"1337",29,49,208,177,29,56,16,0,7,31,1,0,29,43,0.316,0.414,0.525,0.939,93,1,1,0,1,3,1
"1338",24,49,198,185,20,41,11,3,4,22,4,1,11,58,0.222,0.269,0.378,0.647,70,6,1,1,0,0,1
"1339",25,108,452,390,59,104,21,1,12,53,9,2,53,73,0.267,0.354,0.418,0.772,163,7,3,0,6,0,1
"1340",29,119,531,479,69,129,24,5,15,57,8,2,43,120,0.269,0.333,0.434,0.767,208,5,4,2,3,0,1
"1341",29,29,113,108,9,26,4,0,0,5,0,0,4,24,0.241,0.268,0.278,0.546,30,3,0,1,0,0,1
"1342",25,52,201,177,28,39,5,0,5,15,9,2,22,60,0.22,0.307,0.333,0.64,59,2,0,2,0,1,1
"1343",21,70,289,270,30,69,11,0,9,34,1,2,13,55,0.256,0.301,0.396,0.697,107,7,5,0,1,1,1
"1344",32,52,200,181,16,44,8,0,6,24,0,0,17,47,0.243,0.305,0.387,0.692,70,6,0,0,2,0,1
"1345",26,36,149,135,17,34,5,0,3,13,3,1,11,33,0.252,0.315,0.356,0.671,48,2,2,0,1,0,1
"1346",26,29,123,114,16,36,5,1,2,13,0,0,8,15,0.316,0.358,0.43,0.788,49,2,0,0,1,0,1
"1347",28,65,282,262,40,75,20,1,14,51,1,1,17,48,0.286,0.326,0.531,0.857,139,8,0,0,3,2,1
"1348",26,90,359,321,38,86,17,1,10,45,2,1,30,55,0.268,0.34,0.421,0.76,135,18,6,0,2,1,1
"1349",28,48,196,181,13,39,9,1,2,23,0,0,10,37,0.216,0.25,0.309,0.559,56,7,0,0,5,0,0
"1350",26,64,235,210,26,47,14,1,7,26,2,0,24,60,0.224,0.302,0.4,0.702,84,7,0,0,1,0,1
"1351",25,66,266,227,20,44,7,0,2,14,1,0,33,72,0.194,0.302,0.251,0.553,57,9,3,1,2,1,1
"1352",26,15,58,55,9,15,4,0,0,4,0,0,3,18,0.273,0.31,0.346,0.656,19,2,0,0,0,0,1
"1353",26,54,238,208,35,58,9,2,6,28,3,1,26,57,0.279,0.363,0.428,0.791,89,3,2,1,1,0,1
"1354",27,26,96,90,6,21,2,1,0,4,5,4,5,16,0.233,0.274,0.278,0.552,25,1,0,1,0,0,0
"1355",25,27,94,86,7,19,3,0,0,8,0,1,5,20,0.221,0.269,0.256,0.525,22,3,1,1,1,0,0
"1356",27,90,322,282,39,69,14,1,3,28,3,0,31,101,0.245,0.327,0.333,0.66,94,6,4,4,1,0,0
"1357",27,24,78,72,3,16,8,0,0,12,0,1,4,19,0.222,0.282,0.333,0.615,24,4,2,0,0,0,0
"1358",29,56,226,208,26,50,10,2,3,27,10,3,15,66,0.24,0.295,0.351,0.646,73,4,1,2,0,1,1
"1359",29,34,140,120,17,30,5,2,2,23,0,0,15,31,0.25,0.353,0.375,0.728,45,3,4,1,0,0,1
"1360",27,39,154,121,25,27,6,0,8,19,0,0,18,49,0.223,0.39,0.471,0.861,57,2,15,0,0,3,0
"1361",24,94,390,354,36,90,18,0,10,46,1,0,28,96,0.254,0.313,0.39,0.703,138,12,4,0,4,1,0
"1362",24,14,65,53,7,7,2,0,0,3,4,1,10,27,0.132,0.277,0.17,0.447,9,0,1,0,1,0,0
"1363",26,106,452,395,55,105,30,3,6,54,14,3,48,104,0.266,0.349,0.403,0.751,159,10,4,2,3,1,1
"1364",25,61,258,231,39,73,18,1,15,41,1,1,15,38,0.316,0.368,0.597,0.966,138,5,7,0,5,0,1
"1365",29,43,163,148,19,28,5,0,1,16,0,1,12,25,0.189,0.264,0.243,0.507,36,5,3,0,0,0,1
"1366",21,112,479,432,50,104,20,2,0,28,16,7,29,76,0.241,0.293,0.296,0.589,128,9,4,11,3,1,1
"1367",22,32,142,125,20,33,11,1,4,17,4,0,14,24,0.264,0.338,0.464,0.802,58,6,1,0,2,0,1
"1368",24,30,113,97,10,18,4,2,0,6,1,1,10,30,0.186,0.275,0.268,0.543,26,3,2,4,0,0,0
"1369",26,76,338,296,32,70,27,3,4,33,12,5,31,74,0.237,0.319,0.389,0.708,115,4,6,3,2,2,1
"1370",29,116,473,392,47,113,28,1,8,53,14,5,59,91,0.288,0.382,0.426,0.808,167,5,5,9,8,1,1
"1371",24,58,234,215,25,57,13,0,7,30,2,1,14,52,0.265,0.312,0.423,0.735,91,1,2,0,3,1,1
"1372",35,16,57,53,4,9,3,1,0,2,1,1,3,17,0.17,0.228,0.264,0.492,14,2,1,0,0,0,1
"1373",30,99,387,335,40,83,17,3,5,28,4,4,46,99,0.248,0.34,0.361,0.702,121,5,2,2,2,0,0
"1374",28,90,293,251,34,75,14,1,3,19,13,4,32,27,0.299,0.387,0.398,0.785,100,5,4,6,0,1,0
"1375",29,83,373,341,39,94,7,3,0,17,21,9,29,49,0.276,0.332,0.314,0.646,107,4,0,3,0,0,1
"1376",24,116,487,427,60,113,13,5,2,38,20,7,41,62,0.265,0.342,0.333,0.675,142,5,10,8,1,0,1
"1377",29,75,285,255,32,68,13,0,9,34,2,0,26,88,0.267,0.344,0.424,0.767,108,12,4,0,0,0,0
"1378",24,58,228,207,17,55,4,1,2,15,1,0,12,38,0.266,0.308,0.324,0.631,67,1,1,7,1,0,1
"1379",30,41,152,135,11,28,5,0,0,12,0,0,13,32,0.207,0.285,0.244,0.529,33,4,2,1,1,0,1
"1380",28,95,296,272,26,62,17,1,1,29,8,4,18,40,0.228,0.277,0.309,0.586,84,5,1,4,1,0,1
"1381",24,119,449,418,32,96,22,3,0,35,1,2,22,91,0.23,0.271,0.297,0.568,124,12,3,3,3,1,0
"1382",27,134,551,489,58,122,35,1,28,83,8,2,48,152,0.25,0.323,0.497,0.82,243,12,8,0,6,3,0
"1383",26,40,122,112,11,23,5,1,2,11,1,0,3,12,0.205,0.233,0.321,0.555,36,2,2,2,3,0,0
"1384",30,90,321,290,31,61,10,1,6,31,0,0,21,64,0.21,0.274,0.314,0.588,91,5,5,4,1,0,1
"1385",28,29,87,78,10,11,2,0,4,8,4,1,9,25,0.141,0.23,0.321,0.55,25,1,0,0,0,0,0
"1386",23,74,320,288,42,84,13,2,4,28,9,2,27,47,0.292,0.354,0.392,0.747,113,10,2,1,2,1,1
"1387",24,85,351,321,48,102,24,1,18,58,3,6,23,65,0.318,0.359,0.567,0.926,182,7,1,0,6,1,1
"1388",29,25,83,77,9,18,9,0,0,6,3,0,4,13,0.234,0.268,0.351,0.619,27,2,0,1,1,0,0
"1389",32,56,205,192,14,42,8,0,0,25,0,0,8,22,0.219,0.259,0.26,0.519,50,7,3,0,2,0,0
"1390",29,25,105,96,7,29,8,0,0,9,0,1,5,20,0.302,0.33,0.385,0.716,37,1,0,2,2,0,1
"1391",28,31,109,99,9,17,4,0,3,7,1,0,7,22,0.172,0.234,0.303,0.537,30,2,1,2,0,0,0
"1392",27,39,148,129,9,25,1,1,1,13,0,0,15,25,0.194,0.277,0.24,0.517,31,4,1,0,3,1,1
"1393",30,89,321,275,42,61,9,1,13,38,7,2,39,74,0.222,0.328,0.404,0.732,111,3,5,1,1,0,1
"1394",26,61,262,240,33,56,8,4,4,20,17,5,18,43,0.233,0.289,0.35,0.639,84,2,1,2,1,1,1
"1395",26,103,345,304,36,97,27,3,3,32,5,2,29,65,0.319,0.38,0.457,0.837,139,6,4,3,5,2,1
"1396",27,83,274,239,36,55,7,2,2,19,29,11,27,56,0.23,0.307,0.301,0.609,72,5,1,4,3,0,0
"1397",28,130,519,464,57,112,32,2,11,62,4,0,51,110,0.241,0.316,0.39,0.706,181,8,1,0,3,0,0
"1398",27,142,622,536,67,153,37,2,8,69,4,3,71,96,0.285,0.378,0.407,0.785,218,12,11,1,3,3,1
"1399",25,64,296,268,50,85,29,5,4,34,19,7,20,39,0.317,0.373,0.508,0.881,136,9,4,4,0,0,1
"1400",36,18,75,60,4,9,2,0,2,6,1,0,12,17,0.15,0.32,0.283,0.603,17,4,3,0,0,0,1
"1401",24,62,254,224,32,61,15,1,18,53,1,0,24,67,0.272,0.344,0.589,0.933,132,4,2,1,3,4,1
"1402",28,57,203,186,18,42,3,1,3,21,1,0,12,43,0.226,0.277,0.301,0.578,56,4,2,1,2,0,0
"1403",26,26,109,96,11,32,6,1,1,19,3,1,12,17,0.333,0.404,0.448,0.852,43,7,0,0,1,0,1
"1404",28,105,396,354,53,89,17,4,8,40,38,9,37,83,0.251,0.325,0.39,0.715,138,7,2,2,1,2,1
"1405",27,89,391,342,57,102,17,6,5,27,17,6,40,56,0.298,0.376,0.427,0.803,146,1,4,3,2,2,1
"1406",25,76,296,260,35,75,26,0,10,42,0,0,28,60,0.289,0.368,0.504,0.872,131,10,6,0,2,2,1
"1407",25,106,397,343,37,71,17,2,7,34,0,1,50,105,0.207,0.311,0.329,0.64,113,12,2,1,1,1,1
"1408",26,22,86,79,7,20,3,1,1,7,0,0,6,22,0.253,0.314,0.354,0.668,28,2,1,0,0,0,0
"1409",26,105,464,416,57,103,16,5,5,31,43,12,38,87,0.248,0.312,0.346,0.658,144,4,2,6,2,0,1
"1410",31,121,490,436,57,110,16,2,14,49,14,4,39,119,0.252,0.322,0.395,0.717,172,11,7,6,2,3,1
"1411",24,94,395,350,36,78,13,2,9,40,5,3,37,105,0.223,0.302,0.349,0.651,122,12,4,1,3,1,0
"1412",24,27,125,105,21,41,8,2,6,26,2,0,12,24,0.391,0.456,0.676,1.132,71,0,4,0,4,0,1
"1413",24,122,495,442,45,107,23,0,8,45,2,1,46,129,0.242,0.317,0.348,0.666,154,15,3,3,1,1,1
"1414",26,136,594,513,65,124,13,1,6,48,22,11,72,118,0.242,0.334,0.306,0.64,157,9,1,4,4,0,0
"1415",29,132,567,474,62,117,23,3,17,66,1,3,88,149,0.247,0.365,0.416,0.781,197,8,2,0,3,4,1
"1416",29,41,151,131,14,30,4,0,1,8,3,3,12,17,0.229,0.297,0.282,0.579,37,2,1,6,1,0,1
"1417",25,32,106,96,14,24,5,0,2,11,2,2,8,14,0.25,0.305,0.365,0.669,35,3,0,1,1,1,1
"1418",28,44,184,164,21,39,9,0,10,28,0,0,17,30,0.238,0.31,0.476,0.785,78,2,1,0,2,2,1
"1419",27,45,179,148,26,34,9,0,1,17,6,1,21,44,0.23,0.331,0.311,0.642,46,0,3,4,3,1,0
"1420",24,21,83,74,3,17,4,0,0,7,0,0,8,24,0.23,0.313,0.284,0.597,21,1,1,0,0,0,0
"1421",24,67,222,187,16,33,12,0,0,24,0,1,22,59,0.177,0.269,0.241,0.509,45,6,3,6,4,0,1
"1422",26,65,287,255,29,68,16,1,9,46,4,3,27,49,0.267,0.333,0.443,0.776,113,7,0,2,3,0,1
"1423",29,92,370,319,44,85,17,0,5,25,3,2,36,69,0.267,0.353,0.367,0.719,117,10,7,7,1,2,0
"1424",32,62,222,206,14,51,9,2,3,23,0,0,10,47,0.248,0.285,0.354,0.64,73,4,2,1,3,0,1
"1425",28,68,237,196,32,44,8,1,4,19,6,2,32,50,0.225,0.335,0.337,0.672,66,0,2,4,3,1,1
"1426",26,20,67,64,5,16,1,0,0,6,1,0,1,7,0.25,0.262,0.266,0.527,17,1,0,2,0,0,0
"1427",28,80,278,238,28,56,13,1,6,28,4,1,31,59,0.235,0.329,0.374,0.702,89,4,3,4,2,2,1
"1428",28,108,405,369,32,89,6,0,1,24,17,8,22,41,0.241,0.294,0.266,0.56,98,6,6,7,1,1,1
"1429",28,78,271,251,23,55,15,2,2,17,2,1,16,70,0.219,0.268,0.319,0.586,80,8,1,2,1,2,1
"1430",25,93,289,246,33,66,10,0,4,26,3,2,35,58,0.268,0.359,0.358,0.717,88,2,2,2,4,0,0
"1431",22,123,547,504,75,129,18,4,6,41,75,15,38,102,0.256,0.308,0.343,0.651,173,4,0,4,1,0,1
"1432",35,121,482,420,60,101,32,0,25,56,0,2,53,134,0.241,0.328,0.495,0.823,208,6,4,0,5,1,0
"1433",37,45,157,135,8,27,6,0,4,19,0,0,16,23,0.2,0.295,0.333,0.628,45,4,3,1,2,0,1
"1434",27,116,379,334,31,75,14,1,5,30,11,3,26,93,0.225,0.295,0.317,0.612,106,9,9,6,4,0,1
"1435",28,126,505,462,50,121,23,2,10,65,4,5,30,91,0.262,0.315,0.385,0.7,178,5,8,0,5,1,0
"1436",27,130,482,423,48,105,27,2,9,49,14,3,48,99,0.248,0.331,0.385,0.717,163,9,6,2,3,1,1
"1437",25,15,63,59,5,13,3,0,0,3,3,0,3,20,0.22,0.258,0.271,0.529,16,0,0,1,0,0,1
"1438",23,126,514,478,45,131,17,0,4,41,6,5,28,69,0.274,0.319,0.335,0.654,160,20,5,0,3,0,1
"1439",28,28,97,91,7,17,1,0,1,5,0,1,4,32,0.187,0.219,0.231,0.45,21,3,0,1,1,0,1
"1440",24,118,495,461,54,125,21,0,15,61,3,1,26,103,0.271,0.313,0.414,0.727,191,20,4,0,4,1,1
"1441",28,49,199,167,16,28,8,0,1,15,15,2,23,45,0.168,0.278,0.234,0.512,39,4,3,5,1,0,1
"1442",23,39,165,149,13,36,9,1,1,15,0,1,14,21,0.242,0.311,0.336,0.647,50,8,1,1,0,0,1
"1443",21,134,595,533,81,147,37,1,18,76,4,1,54,100,0.276,0.343,0.45,0.793,240,12,3,0,5,2,1
"1444",36,81,352,323,35,94,17,0,5,36,3,1,19,38,0.291,0.33,0.39,0.72,126,14,3,0,7,0,0
"1445",30,41,135,124,20,25,6,1,2,16,1,0,8,33,0.202,0.244,0.315,0.559,39,3,0,0,3,0,0
"1446",26,127,518,471,52,120,30,3,2,48,4,4,40,113,0.255,0.315,0.344,0.658,162,15,1,6,0,0,0
"1447",28,137,565,496,67,128,21,2,25,82,8,2,58,131,0.258,0.335,0.46,0.795,228,6,3,1,7,4,1
"1448",27,49,197,179,27,46,9,1,2,16,3,2,14,26,0.257,0.316,0.352,0.668,63,4,2,1,1,0,0
"1449",22,33,156,147,23,55,7,1,5,23,4,2,8,32,0.374,0.41,0.537,0.948,79,1,1,0,0,0,1
"1450",26,128,498,425,66,103,19,2,18,63,8,6,62,136,0.242,0.349,0.424,0.772,180,6,8,2,1,0,0
"1451",25,80,320,288,28,75,18,1,4,24,0,1,18,57,0.26,0.312,0.372,0.684,107,5,5,6,3,0,1
"1452",27,139,607,514,68,143,25,1,17,57,0,3,84,133,0.278,0.382,0.43,0.812,221,16,5,0,4,6,0
"1453",36,22,88,80,8,16,3,1,4,7,0,1,4,37,0.2,0.273,0.413,0.685,33,0,4,0,0,0,0
"1454",25,61,202,186,11,36,4,0,0,4,6,5,12,45,0.194,0.242,0.215,0.458,40,4,0,4,0,0,0
"1455",22,16,74,67,3,20,3,0,0,4,4,0,5,7,0.299,0.356,0.343,0.7,23,1,1,1,0,0,1
"1456",28,103,415,376,34,80,27,0,3,41,9,7,19,89,0.213,0.253,0.309,0.561,116,5,4,7,9,0,0
"1457",27,82,345,305,33,68,19,2,1,22,9,5,35,91,0.223,0.305,0.308,0.613,94,5,1,4,0,0,1
"1458",28,48,172,144,18,32,2,1,2,16,13,2,26,34,0.222,0.343,0.292,0.635,42,0,1,0,1,1,1
"1459",36,52,226,200,20,59,14,0,2,24,0,1,22,42,0.295,0.363,0.395,0.758,79,10,1,0,3,1,0
"1460",27,43,171,160,19,45,8,1,1,15,4,1,6,22,0.281,0.31,0.363,0.672,58,2,1,3,1,0,1
"1461",24,131,577,512,72,140,12,3,12,58,15,4,41,57,0.273,0.335,0.379,0.713,194,16,7,15,2,1,1
"1462",28,15,58,52,8,8,2,0,0,1,5,0,3,12,0.154,0.228,0.192,0.42,10,0,2,1,0,0,1
"1463",30,135,568,508,50,130,19,6,2,31,20,10,47,51,0.256,0.32,0.329,0.648,167,12,1,11,1,1,1
"1464",24,26,115,108,14,27,5,0,5,17,1,0,5,33,0.25,0.287,0.435,0.722,47,3,1,0,1,0,0
"1465",29,19,88,84,7,26,5,1,1,10,3,1,1,5,0.31,0.318,0.429,0.747,36,1,1,0,2,0,1
"1466",25,100,426,370,48,106,24,0,7,46,8,4,51,59,0.287,0.369,0.408,0.777,151,12,0,0,5,6,1
"1467",29,78,298,275,39,64,15,1,17,44,2,0,17,64,0.233,0.28,0.48,0.76,132,5,2,1,3,0,1
"1468",25,34,135,121,14,28,6,1,2,10,3,3,8,29,0.231,0.286,0.347,0.633,42,2,2,2,2,0,1
"1469",33,22,63,57,10,14,4,1,0,4,1,0,4,12,0.246,0.318,0.351,0.668,20,1,2,0,0,0,0
"1470",27,37,172,154,29,52,6,3,3,17,5,5,11,21,0.338,0.391,0.474,0.865,73,3,3,3,1,1,1
"1471",29,41,148,131,20,25,4,0,8,23,0,0,17,52,0.191,0.284,0.405,0.688,53,4,0,0,0,0,1
"1472",34,71,290,256,44,79,12,0,11,43,1,0,27,51,0.309,0.381,0.484,0.865,124,11,4,1,2,0,1
"1473",27,92,326,293,41,81,9,3,5,46,8,3,22,56,0.277,0.326,0.379,0.705,111,3,1,7,3,0,1
"1474",26,28,111,99,7,24,5,0,2,13,1,0,6,10,0.242,0.287,0.354,0.641,35,3,1,3,2,0,1
"1475",28,115,467,411,43,108,19,0,9,55,0,0,46,103,0.263,0.336,0.375,0.711,154,10,3,0,7,2,0
"1476",30,120,487,400,61,109,17,3,11,41,24,1,77,81,0.273,0.395,0.413,0.808,165,5,4,6,0,8,0
"1477",31,79,279,247,36,59,9,5,2,27,11,2,18,40,0.239,0.308,0.34,0.648,84,5,8,3,3,0,0
"1478",27,45,166,139,13,26,2,0,4,18,0,0,20,37,0.187,0.297,0.288,0.585,40,4,3,1,3,0,1
"1479",28,17,56,53,3,14,1,0,2,7,0,0,3,8,0.264,0.304,0.396,0.7,21,1,0,0,0,0,0
"1480",25,28,88,82,12,22,3,0,1,9,3,0,2,9,0.268,0.299,0.342,0.64,28,2,2,1,1,0,0
"1481",26,101,393,333,51,84,13,4,8,43,16,2,39,75,0.252,0.338,0.387,0.725,129,7,7,8,6,0,1
"1482",33,107,411,374,41,101,16,3,3,29,14,4,31,44,0.27,0.332,0.353,0.685,132,18,4,1,1,2,1
"1483",25,115,436,370,45,95,17,1,5,49,10,2,52,53,0.257,0.355,0.349,0.703,129,9,7,2,5,2,1
"1484",23,116,424,354,50,96,23,4,3,35,14,2,49,70,0.271,0.377,0.384,0.761,136,10,11,10,0,1,1
"1485",28,108,365,309,49,87,18,1,13,55,2,0,47,70,0.282,0.379,0.473,0.852,146,10,4,1,4,0,1
"1486",25,121,510,442,49,123,19,1,3,34,9,0,52,91,0.278,0.352,0.346,0.698,153,13,2,7,7,0,1
"1487",30,59,221,195,27,46,8,1,7,32,0,2,24,42,0.236,0.317,0.395,0.712,77,4,0,0,2,1,1
"1488",25,32,133,112,16,33,3,0,0,3,1,0,20,11,0.295,0.402,0.321,0.723,36,2,0,1,0,0,0
"1489",24,25,93,90,7,19,3,0,0,7,0,0,2,10,0.211,0.228,0.244,0.473,22,5,0,1,0,0,1
"1490",29,122,508,456,69,135,30,1,25,86,1,1,44,114,0.296,0.364,0.531,0.895,242,12,6,0,2,1,1
"1491",25,30,113,106,6,28,6,1,1,13,2,1,7,25,0.264,0.31,0.368,0.678,39,4,0,0,0,0,1
"1492",27,134,518,458,69,111,32,1,22,74,6,1,49,115,0.242,0.322,0.461,0.782,211,12,6,2,3,1,1
"1493",26,48,113,104,10,22,6,0,2,12,1,1,7,24,0.212,0.259,0.327,0.586,34,2,0,1,1,1,0
"1494",25,53,193,176,11,43,4,0,3,18,0,1,14,54,0.244,0.302,0.318,0.62,56,2,1,1,1,1,1
"1495",21,46,186,173,25,53,12,0,5,32,5,1,9,22,0.306,0.341,0.462,0.803,80,6,1,1,2,1,1
"1496",29,19,71,59,15,14,3,1,5,14,0,0,8,10,0.237,0.366,0.576,0.943,34,1,4,0,0,1,0
"1497",22,107,463,412,68,125,21,8,10,45,20,1,41,60,0.303,0.369,0.466,0.835,192,9,4,2,4,3,1
"1498",29,79,310,265,50,84,14,3,10,32,16,2,41,58,0.317,0.416,0.506,0.922,134,3,4,0,0,2,1
"1499",27,24,86,73,10,19,5,0,0,1,5,1,12,15,0.26,0.361,0.329,0.689,24,0,0,0,1,2,1
"1500",33,74,258,233,17,54,9,0,0,18,1,1,21,44,0.232,0.297,0.27,0.567,63,5,1,2,1,1,1
"1501",27,15,61,52,14,17,5,0,3,11,0,0,9,7,0.327,0.426,0.596,1.022,31,2,0,0,0,0,1
"1502",26,61,217,191,17,39,8,0,5,17,0,0,23,32,0.204,0.295,0.325,0.62,62,8,2,0,1,0,0
